/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/A_reference.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/A_reference.fna	0	0	1000/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/B_same_species_98ANI.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/A_reference.fna	0.0178312	0	524/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/C_boundary_95ANI.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/A_reference.fna	0.0489202	0	218/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/D_related_below_species_92ANI.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/A_reference.fna	0.0774628	0	109/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/E_distant_85ANI.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/A_reference.fna	0.182269	8.40793e-72	11/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/A_reference.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/B_same_species_98ANI.fna	0.0178312	0	524/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/B_same_species_98ANI.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/B_same_species_98ANI.fna	0	0	1000/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/C_boundary_95ANI.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/B_same_species_98ANI.fna	0.0677629	0	137/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/D_related_below_species_92ANI.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/B_same_species_98ANI.fna	0.0994698	0	66/1000
/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/E_distant_85ANI.fna	/mnt/d/MuhammadBilal/scripts/ANI-Analysis-Tutorial/ani-analysis-tutorial-project/toy_genomes/B_same_species_98ANI.fna	0.197292	1.72464e-51	8/1000
